Record_ID,Company,Date,Month,Month_Name,Quarter,Year,Department,Region,Business_Unit,Project_Type,Client_Segment,Employees_Assigned,Hourly_Rate_EUR,Revenue,Visible_Cost,Gross_Margin,Delay_Hours,Rework_Hours,Meeting_Hours,Overtime_Hours,Idle_Hours,Incidents,SLA_Breaches,Manual_Tasks,Automation_Level,Customer_Satisfaction,Employee_Satisfaction,Productivity_Score,Delay_Cost,Rework_Cost,Meeting_Cost,Overtime_Cost,Idle_Cost,Incident_Cost,SLA_Breach_Cost,Manual_Process_Cost,Hidden_Cost,Profit_After_Hidden_Cost,Hidden_Cost_Rate,Risk_Level
OT-00606,OrionTech,2025-09-17,9,Sep,Q3,2025,Operations,North America,Cloud & Data,Transformation,Public Sector,36,62.28,21978.18,15912.64,6065.54,1.4,3.0,9.2,5.6,0.2,3,1,41,60.1,71.1,69.7,73.3,117.71,224.21,3712.88,523.15,10.59,1292.18,326.55,560.36,6767.63,-702.09,0.3079,High
OT-02766,OrionTech,2025-09-17,9,Sep,Q3,2025,Legal & Compliance,Europe,Corporate Services,Client Delivery,Enterprise,34,42.23,19869.37,8713.8,11155.57,0.4,6.5,9.2,10.7,6.1,4,0,29,44.0,74.9,81.5,100.0,22.8,329.39,2377.72,677.79,218.96,4068.53,0.0,377.2,8072.39,3083.18,0.4063,High
OT-01341,OrionTech,2025-09-17,9,Sep,Q3,2025,Operations,Spain,Cybersecurity,Transformation,Enterprise,5,35.45,22535.71,11819.09,10716.62,9.7,25.2,10.1,19.6,1.9,4,2,28,32.8,63.4,64.6,51.4,464.22,1072.01,322.24,1042.23,57.25,1511.33,1479.29,366.86,6315.43,4401.19,0.2802,High
OT-00931,OrionTech,2025-09-18,9,Sep,Q3,2025,IT,Spain,Telecom Platforms,Internal Operations,Enterprise,33,50.74,25990.07,23816.2,2173.87,10.5,1.0,8.8,2.3,0.2,2,3,33,47.1,75.8,66.1,58.9,719.24,60.89,2652.28,175.05,8.63,1088.07,2915.7,487.17,8107.03,-5933.16,0.3119,High
OT-03345,OrionTech,2025-09-18,9,Sep,Q3,2025,IT,LATAM,Telecom Platforms,Commercial Growth,Mid-Market,69,34.52,27218.96,17679.48,9539.48,1.4,1.3,4.8,1.1,0.4,5,5,47,55.2,65.0,62.0,61.8,65.24,53.85,2057.94,56.96,11.74,2350.54,3100.4,399.77,8096.44,1443.04,0.2975,High
OT-04480,OrionTech,2025-09-18,9,Sep,Q3,2025,Finance,Spain,Cybersecurity,Client Delivery,Strategic Accounts,5,37.94,31650.84,14505.32,17145.52,12.9,7.9,0.4,5.3,0.4,3,0,28,74.9,84.8,64.4,91.8,660.73,359.67,13.66,301.62,12.9,2082.27,0.0,146.65,3577.5,13568.02,0.113,Medium
OT-01922,OrionTech,2025-09-18,9,Sep,Q3,2025,HR,Spain,Cloud & Data,Transformation,Public Sector,24,35.02,15547.99,6755.48,8792.51,6.6,1.7,12.9,8.2,4.9,1,0,22,57.4,90.0,63.9,67.1,312.03,71.44,1951.59,430.75,145.86,339.39,0.0,180.51,3431.57,5360.94,0.2207,High
OT-02666,OrionTech,2025-09-18,9,Sep,Q3,2025,Operations,LATAM,Cloud & Data,Client Delivery,Mid-Market,55,43.12,21084.36,14463.39,6620.97,3.7,3.6,7.7,1.4,1.5,4,5,36,79.5,76.3,70.6,77.1,215.38,186.28,3287.04,90.55,54.98,1995.46,4022.81,175.02,10027.52,-3406.55,0.4756,High
OT-04097,OrionTech,2025-09-18,9,Sep,Q3,2025,Marketing,Europe,Banking Solutions,Internal Operations,Strategic Accounts,40,63.75,25741.53,13827.32,11914.21,16.1,8.4,10.0,12.0,0.6,2,1,16,54.0,76.1,72.1,84.7,1385.61,642.6,4590.0,1147.5,32.51,661.21,1054.66,258.06,9772.15,2142.06,0.3796,High
OT-02896,OrionTech,2025-09-18,9,Sep,Q3,2025,Operations,North America,Cybersecurity,Internal Operations,Mid-Market,41,51.87,32273.85,22262.58,10011.27,15.1,4.3,8.6,6.3,0.6,5,1,32,51.3,72.9,67.5,60.3,1057.37,267.65,3292.09,490.17,26.45,2114.5,696.71,444.59,8389.53,1621.74,0.2599,High
OT-00561,OrionTech,2025-09-18,9,Sep,Q3,2025,Sales,Spain,Cybersecurity,Internal Operations,Public Sector,49,48.14,61071.98,34963.89,26108.09,6.9,2.3,17.9,17.6,0.6,3,0,34,54.8,86.7,81.8,80.8,448.42,132.87,7600.25,1270.9,24.55,1113.24,0.0,406.9,10997.13,15110.96,0.1801,High
OT-04912,OrionTech,2025-09-18,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Support,Strategic Accounts,37,48.28,19856.21,14404.28,5451.93,4.4,12.8,7.3,8.8,1.4,5,2,28,95.0,82.6,73.2,64.1,286.78,741.58,2347.28,637.3,57.45,2211.91,1974.48,37.18,8293.96,-2842.03,0.4177,High
OT-04828,OrionTech,2025-09-18,9,Sep,Q3,2025,IT,LATAM,Cybersecurity,Transformation,Public Sector,35,28.58,45029.76,41427.38,3602.38,9.4,2.8,11.2,10.3,0.8,6,3,54,79.6,76.1,77.8,68.9,362.68,96.03,2016.6,441.56,19.43,3553.94,2105.33,173.16,8768.73,-5166.35,0.1947,High
OT-01636,OrionTech,2025-09-18,9,Sep,Q3,2025,Customer Support,North America,Cybersecurity,Transformation,Enterprise,36,78.75,44036.82,24113.81,19923.01,5.5,2.4,12.1,1.1,0.1,6,2,33,45.2,72.6,57.2,57.2,584.72,226.8,6174.63,129.94,6.69,2323.97,1862.69,783.26,12092.7,7830.31,0.2746,High
OT-03111,OrionTech,2025-09-19,9,Sep,Q3,2025,Sales,APAC,Cybersecurity,Compliance,Mid-Market,43,40.94,21342.88,14151.31,7191.57,2.6,4.6,16.1,20.7,0.2,5,2,16,40.7,76.9,51.6,70.7,143.7,225.99,5101.7,1271.19,6.96,1844.26,832.16,213.64,9639.6,-2448.03,0.4517,High
OT-02336,OrionTech,2025-09-19,9,Sep,Q3,2025,Controlling,Europe,Cybersecurity,Client Delivery,Strategic Accounts,12,48.09,13129.52,6937.77,6191.75,7.2,2.3,9.7,14.1,1.3,0,2,24,30.2,68.0,72.4,94.4,467.43,132.73,1007.58,1017.1,53.14,0.0,1235.76,443.08,4356.82,1834.93,0.3318,High
OT-03679,OrionTech,2025-09-19,9,Sep,Q3,2025,HR,Spain,Telecom Platforms,Client Delivery,Public Sector,65,40.58,14888.95,7088.01,7800.94,5.5,3.1,10.9,0.9,3.9,2,1,32,89.5,87.7,78.2,89.1,301.31,150.96,5175.17,54.78,134.52,556.44,309.73,74.99,6757.9,1043.04,0.4539,High
OT-00877,OrionTech,2025-09-19,9,Sep,Q3,2025,Marketing,APAC,Corporate Services,Support,Enterprise,28,37.17,20979.72,14442.33,6537.39,1.1,2.2,12.5,7.7,7.3,3,0,15,39.7,84.2,68.1,92.9,55.2,98.13,2341.71,429.31,230.64,767.63,0.0,184.91,4107.53,2429.86,0.1958,High
OT-02351,OrionTech,2025-09-19,9,Sep,Q3,2025,IT,Spain,Corporate Services,Client Delivery,Enterprise,51,42.4,23849.65,18341.6,5508.05,6.7,2.7,12.9,13.8,4.4,3,2,51,67.7,74.8,73.3,66.2,383.51,137.38,5021.09,877.68,158.58,1847.09,1443.15,384.15,10252.63,-4744.58,0.4299,High
OT-01140,OrionTech,2025-09-19,9,Sep,Q3,2025,Operations,Spain,Digital Services,Transformation,SME,27,35.29,22111.72,15879.15,6232.57,14.3,9.1,3.2,14.5,3.0,4,1,30,74.9,78.7,60.7,62.7,681.27,385.37,548.83,767.56,89.99,1613.5,317.6,146.15,4550.27,1682.3,0.2058,High
OT-04888,OrionTech,2025-09-19,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Client Delivery,Mid-Market,24,37.26,47778.35,37200.28,10578.07,7.1,14.0,9.1,7.6,3.1,9,1,37,44.2,97.1,64.1,74.4,357.14,625.97,1464.77,424.76,98.18,4289.27,298.24,423.1,7981.43,2596.64,0.1671,Medium
OT-03467,OrionTech,2025-09-19,9,Sep,Q3,2025,HR,Spain,Digital Services,Transformation,Mid-Market,39,38.18,16919.63,6711.51,10208.12,10.3,1.3,9.2,6.2,1.9,2,1,42,92.2,79.5,70.9,81.0,530.89,59.56,2465.82,355.07,61.66,549.18,545.84,68.79,4636.81,5571.31,0.274,High
OT-02139,OrionTech,2025-09-19,9,Sep,Q3,2025,Finance,Europe,Telecom Platforms,Compliance,SME,48,24.6,18429.16,9385.55,9043.61,0.4,0.8,13.5,18.6,1.5,1,0,49,21.2,96.0,64.0,77.6,13.28,23.62,2869.34,686.34,31.37,668.19,0.0,522.42,4814.56,4229.05,0.2612,High
OT-04523,OrionTech,2025-09-19,9,Sep,Q3,2025,IT,APAC,Telecom Platforms,Transformation,Mid-Market,41,42.77,17574.57,10840.49,6734.08,8.7,3.0,4.5,1.0,1.8,4,2,24,54.8,80.6,76.0,78.2,502.33,153.97,1420.39,64.16,65.44,2300.08,587.08,255.18,5348.63,1385.45,0.3043,High
OT-03299,OrionTech,2025-09-19,9,Sep,Q3,2025,Operations,Spain,Telecom Platforms,Client Delivery,Mid-Market,37,32.37,14429.72,7940.65,6489.07,28.9,3.4,14.4,7.7,13.1,2,5,5,54.5,76.2,56.5,58.7,1262.92,132.07,3104.41,373.87,360.44,851.62,3988.55,40.5,10114.38,-3625.31,0.7009,High
OT-04821,OrionTech,2025-09-19,9,Sep,Q3,2025,Sales,Europe,Corporate Services,Transformation,Public Sector,53,30.93,49322.17,37816.45,11505.72,11.3,3.8,21.4,8.8,0.2,2,2,23,77.8,69.8,66.4,82.0,471.84,141.04,6314.55,408.28,5.26,627.49,814.34,86.86,8869.66,2636.06,0.1798,Medium
OT-02924,OrionTech,2025-09-20,9,Sep,Q3,2025,Finance,Spain,Corporate Services,Transformation,Strategic Accounts,21,32.19,20693.79,14763.59,5930.2,4.0,5.4,11.5,4.4,1.7,2,0,32,62.6,89.2,62.6,81.6,173.83,208.59,1399.3,212.45,46.51,1062.08,0.0,211.89,3314.65,2615.55,0.1602,Medium
OT-04031,OrionTech,2025-09-20,9,Sep,Q3,2025,Sales,Europe,Digital Services,Support,Enterprise,54,62.44,36342.33,20383.64,15958.69,1.3,2.4,15.1,8.0,1.3,4,0,32,80.8,75.4,55.1,71.4,109.58,179.83,9164.44,749.28,69.0,1168.45,0.0,211.0,11651.58,4307.11,0.3206,High
OT-01259,OrionTech,2025-09-20,9,Sep,Q3,2025,Marketing,Spain,Cybersecurity,Transformation,Mid-Market,31,51.32,39165.68,22935.1,16230.58,3.0,3.7,9.0,14.3,1.1,1,1,32,50.8,80.2,83.4,64.3,207.85,227.86,2577.29,1100.81,47.98,276.37,740.27,444.39,5622.82,10607.76,0.1436,Medium
OT-00539,OrionTech,2025-09-20,9,Sep,Q3,2025,Operations,Spain,Telecom Platforms,Internal Operations,Strategic Accounts,21,53.5,17300.5,9862.87,7437.63,18.2,4.9,9.7,6.1,4.5,6,0,23,40.2,81.3,70.9,61.8,1314.5,314.58,1961.63,489.52,204.64,3171.94,0.0,404.71,7861.52,-423.89,0.4544,High
OT-00927,OrionTech,2025-09-20,9,Sep,Q3,2025,HR,Spain,Telecom Platforms,Client Delivery,SME,39,33.06,18265.8,9868.81,8396.99,1.5,5.1,6.9,3.9,3.2,1,1,46,58.3,73.8,66.8,79.0,66.95,202.33,1601.36,193.4,89.92,286.92,360.27,348.79,3149.94,5247.05,0.1725,Medium
OT-03341,OrionTech,2025-09-20,9,Sep,Q3,2025,Legal & Compliance,Europe,Cloud & Data,Compliance,Enterprise,45,53.56,13261.18,5994.57,7266.61,2.7,4.2,22.1,1.1,1.0,1,3,15,61.1,77.0,70.8,77.6,195.23,269.94,9587.78,88.37,45.53,894.39,2952.24,171.89,14205.37,-6938.76,1.0712,High
OT-02821,OrionTech,2025-09-20,9,Sep,Q3,2025,Operations,Spain,Cybersecurity,Internal Operations,Mid-Market,54,44.82,36572.16,20404.39,16167.77,13.0,1.7,11.0,8.6,3.7,4,3,38,60.2,71.1,63.4,59.5,786.59,91.43,4792.15,578.18,140.96,2144.71,2437.83,372.82,11344.67,4823.1,0.3102,High
OT-02118,OrionTech,2025-09-20,9,Sep,Q3,2025,Operations,Europe,Telecom Platforms,Client Delivery,Mid-Market,69,49.51,22496.0,14486.32,8009.68,4.2,6.9,10.7,5.2,5.4,1,2,33,35.7,78.5,61.0,67.4,280.72,409.94,6579.58,386.18,227.25,494.77,539.91,577.8,9496.15,-1486.47,0.4221,High
OT-03637,OrionTech,2025-09-20,9,Sep,Q3,2025,Customer Support,North America,Cybersecurity,Support,Mid-Market,36,57.5,33129.37,24678.01,8451.36,8.0,3.4,15.8,13.8,0.8,6,4,10,36.6,58.1,56.7,61.4,621.0,234.6,5887.08,1190.25,39.1,2698.39,1662.15,200.5,12533.07,-4081.71,0.3783,High
OT-01380,OrionTech,2025-09-20,9,Sep,Q3,2025,Marketing,Spain,Corporate Services,Client Delivery,Public Sector,48,58.1,32348.09,23810.96,8537.13,7.2,5.4,14.5,6.3,7.2,4,1,23,34.5,91.5,78.5,83.3,564.73,376.49,7278.77,549.04,355.57,1145.46,346.69,481.4,11098.15,-2561.02,0.3431,High
OT-00289,OrionTech,2025-09-20,9,Sep,Q3,2025,Legal & Compliance,Spain,Telecom Platforms,Commercial Growth,Mid-Market,43,38.36,17107.6,11145.53,5962.07,10.9,3.7,8.6,2.4,3.1,1,0,34,50.7,76.2,75.5,79.7,564.47,170.32,2553.4,138.1,101.08,871.45,0.0,353.64,4752.46,1209.61,0.2778,High
OT-03861,OrionTech,2025-09-21,9,Sep,Q3,2025,IT,Spain,Corporate Services,Support,Mid-Market,30,49.39,23667.78,20478.66,3189.12,4.3,10.1,10.7,7.8,3.2,3,1,30,76.5,79.9,85.1,69.4,286.71,598.61,2853.75,577.86,134.34,1358.15,323.7,191.51,6324.63,-3135.51,0.2672,High
OT-02836,OrionTech,2025-09-21,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Support,Enterprise,5,37.53,84676.17,55333.21,29342.96,7.0,4.5,7.8,2.6,1.3,2,3,43,29.7,77.0,70.6,84.8,354.66,202.66,263.46,146.37,41.47,915.27,3088.97,623.97,5636.83,23706.13,0.0666,Low
OT-04703,OrionTech,2025-09-21,9,Sep,Q3,2025,Operations,North America,Banking Solutions,Commercial Growth,Strategic Accounts,57,54.52,31185.24,22613.32,8571.92,4.8,1.7,6.8,3.6,1.1,8,1,18,71.1,57.6,53.7,73.8,353.29,111.22,3803.75,294.41,50.98,4051.37,1002.21,155.99,9823.22,-1251.3,0.315,High
OT-04487,OrionTech,2025-09-21,9,Sep,Q3,2025,Controlling,LATAM,Telecom Platforms,Internal Operations,Public Sector,12,41.93,15959.27,9713.11,6246.16,9.0,2.8,11.4,1.7,5.9,3,1,21,50.6,89.9,80.1,88.9,509.45,140.88,1032.48,106.92,210.28,1096.34,284.41,239.24,3620.0,2626.16,0.2268,High
OT-04023,OrionTech,2025-09-21,9,Sep,Q3,2025,HR,LATAM,Cloud & Data,Client Delivery,Strategic Accounts,43,29.4,18371.82,9190.26,9181.56,3.8,0.5,19.9,2.6,0.1,1,0,16,66.3,86.7,69.3,74.9,150.82,17.64,4528.36,114.66,2.5,258.68,0.0,87.19,5159.85,4021.71,0.2809,High
OT-03979,OrionTech,2025-09-21,9,Sep,Q3,2025,IT,North America,Cloud & Data,Commercial Growth,Public Sector,39,48.59,22900.87,14116.57,8784.3,5.0,3.6,5.5,3.9,2.1,7,1,40,55.9,70.0,64.4,69.1,327.98,209.91,1876.06,284.25,86.73,3236.8,429.84,471.42,6922.99,1861.31,0.3023,High
OT-01848,OrionTech,2025-09-21,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Client Delivery,Strategic Accounts,37,39.63,60887.24,34282.23,26605.01,0.3,14.0,9.5,5.4,1.1,2,1,39,52.9,73.5,69.7,64.8,16.05,665.78,2507.39,321.0,37.05,1030.97,363.64,400.38,5342.26,21262.75,0.0877,Medium
OT-00917,OrionTech,2025-09-21,9,Sep,Q3,2025,Customer Support,LATAM,Digital Services,Transformation,SME,47,28.96,19718.67,13935.37,5783.3,8.7,9.6,8.4,5.7,5.1,4,3,21,48.2,49.6,67.6,80.1,340.14,333.62,2058.01,247.61,125.54,1584.17,1127.78,173.26,5990.13,-206.83,0.3038,High
OT-00305,OrionTech,2025-09-21,9,Sep,Q3,2025,HR,Europe,Telecom Platforms,Commercial Growth,Strategic Accounts,49,37.11,26111.17,12806.26,13304.91,6.8,6.4,6.4,0.9,2.5,2,0,13,48.9,73.3,77.7,81.3,340.67,285.0,2094.79,50.1,78.86,605.5,0.0,135.59,3590.51,9714.4,0.1375,Medium
OT-02137,OrionTech,2025-09-22,9,Sep,Q3,2025,Operations,Spain,Telecom Platforms,Compliance,Enterprise,15,51.7,13724.12,9858.97,3865.15,9.9,6.6,8.9,4.5,5.9,1,1,41,54.6,63.3,70.8,59.3,690.97,409.46,1242.35,348.98,259.28,409.54,407.34,529.29,4297.21,-432.06,0.3131,High
OT-02154,OrionTech,2025-09-22,9,Sep,Q3,2025,Finance,Spain,Corporate Services,Client Delivery,Strategic Accounts,44,37.79,13623.71,6934.77,6688.94,0.6,6.2,8.0,4.7,5.5,1,0,24,83.8,91.0,74.0,84.3,30.61,281.16,2394.37,266.42,176.67,703.29,0.0,80.81,3933.33,2755.61,0.2887,High
OT-02119,OrionTech,2025-09-22,9,Sep,Q3,2025,Controlling,APAC,Cybersecurity,Client Delivery,Strategic Accounts,43,53.87,14630.49,7109.08,7521.41,6.6,6.6,8.3,6.9,1.1,1,0,18,51.6,91.0,71.1,77.0,479.98,426.65,3460.72,557.55,50.37,320.72,0.0,258.12,5554.11,1967.3,0.3796,High
OT-03632,OrionTech,2025-09-22,9,Sep,Q3,2025,IT,Spain,Banking Solutions,Commercial Growth,Strategic Accounts,31,41.34,37092.06,32072.05,5020.01,6.1,4.2,14.2,8.2,5.0,5,3,14,80.8,82.7,80.9,66.5,340.43,208.35,3275.62,508.48,175.7,2804.89,1564.76,61.12,8939.35,-3919.34,0.241,High
OT-02834,OrionTech,2025-09-22,9,Sep,Q3,2025,Sales,Spain,Banking Solutions,Internal Operations,Strategic Accounts,5,48.09,13067.47,8991.3,4076.17,2.4,7.0,15.9,8.7,2.0,1,1,18,55.6,89.3,61.6,77.7,155.81,403.96,688.17,627.57,81.75,298.44,1056.84,211.38,3523.92,552.25,0.2697,High
OT-02775,OrionTech,2025-09-22,9,Sep,Q3,2025,Controlling,Spain,Cybersecurity,Commercial Growth,SME,17,61.36,18539.59,9041.15,9498.44,1.0,1.9,5.3,8.1,3.8,3,0,16,82.9,91.2,78.3,82.0,82.84,139.9,995.14,745.52,198.19,929.76,0.0,92.33,3183.68,6314.76,0.1717,Medium
OT-00789,OrionTech,2025-09-22,9,Sep,Q3,2025,Controlling,North America,Banking Solutions,Commercial Growth,Enterprise,27,38.4,31937.2,17508.19,14429.01,1.5,5.4,14.0,7.1,4.9,4,0,27,78.3,79.8,83.9,88.2,77.76,248.83,2612.74,408.96,159.94,1094.36,0.0,123.74,4726.33,9702.68,0.148,Medium
OT-00029,OrionTech,2025-09-22,9,Sep,Q3,2025,Operations,Spain,Banking Solutions,Internal Operations,Enterprise,60,54.45,35985.08,25696.7,10288.38,19.4,10.5,13.2,3.5,2.7,2,1,31,43.8,76.7,74.6,81.5,1426.05,686.07,7762.39,285.86,124.96,848.93,962.21,521.75,12618.22,-2329.84,0.3507,High
OT-02343,OrionTech,2025-09-22,9,Sep,Q3,2025,Customer Support,North America,Telecom Platforms,Internal Operations,Public Sector,23,69.57,26167.61,20184.28,5983.33,11.6,2.3,9.1,21.0,3.7,2,2,40,24.9,69.0,61.7,62.1,1089.47,192.01,2620.98,2191.46,218.8,865.26,1090.81,1149.44,9418.23,-3434.9,0.3599,High
OT-03941,OrionTech,2025-09-22,9,Sep,Q3,2025,IT,North America,Cloud & Data,Internal Operations,Public Sector,16,68.36,39673.73,31038.4,8635.33,4.9,6.3,13.3,6.2,1.1,3,3,16,86.2,73.7,75.1,71.1,452.2,516.8,2618.46,635.75,63.92,1554.59,1083.01,83.02,7007.75,1627.58,0.1766,Medium
OT-00295,OrionTech,2025-09-22,9,Sep,Q3,2025,IT,LATAM,Cloud & Data,Internal Operations,Mid-Market,28,34.99,21978.74,19465.34,2513.4,5.1,8.4,15.2,0.9,0.4,3,3,54,67.6,53.4,63.0,73.8,240.91,352.7,2680.51,47.24,11.9,1368.44,1351.49,336.7,6389.89,-3876.49,0.2907,High
OT-00807,OrionTech,2025-09-22,9,Sep,Q3,2025,Operations,LATAM,Telecom Platforms,Internal Operations,Strategic Accounts,34,41.09,26324.49,14191.75,12132.74,27.7,6.2,9.7,3.4,11.4,3,2,59,46.5,65.1,83.8,71.1,1536.56,305.71,2439.27,209.56,398.16,1362.82,1825.6,713.35,8791.03,3341.71,0.3339,High
OT-00057,OrionTech,2025-09-23,9,Sep,Q3,2025,Sales,APAC,Cloud & Data,Support,Strategic Accounts,18,32.35,36858.3,24135.6,12722.7,3.2,0.4,28.9,5.9,1.3,2,0,27,76.7,91.4,72.1,63.5,139.75,15.53,3029.12,286.3,35.75,576.96,0.0,111.93,4195.34,8527.36,0.1138,Medium
OT-03758,OrionTech,2025-09-23,9,Sep,Q3,2025,Customer Support,North America,Cybersecurity,Client Delivery,Mid-Market,27,71.38,39954.42,28210.86,11743.56,2.2,0.6,10.0,1.7,0.9,4,3,40,54.9,70.8,59.8,57.1,212.0,51.39,3469.07,182.02,54.61,1833.17,829.8,708.23,7340.29,4403.27,0.1837,High
OT-04708,OrionTech,2025-09-23,9,Sep,Q3,2025,Customer Support,LATAM,Telecom Platforms,Support,Enterprise,40,36.15,12822.39,8912.13,3910.26,12.1,4.0,4.9,8.8,0.5,2,4,29,73.4,67.5,77.4,61.5,590.51,173.52,1275.37,477.18,15.36,845.58,4129.49,153.37,7660.38,-3750.12,0.5974,High
OT-00331,OrionTech,2025-09-23,9,Sep,Q3,2025,HR,Spain,Digital Services,Client Delivery,Enterprise,60,44.36,11743.77,6815.72,4928.05,7.8,2.5,7.8,0.7,1.8,1,1,30,54.6,80.3,75.2,71.0,467.11,133.08,3736.89,46.58,67.87,341.27,835.74,332.3,5960.84,-1032.79,0.5076,High
OT-03823,OrionTech,2025-09-23,9,Sep,Q3,2025,Sales,Spain,Cybersecurity,Internal Operations,Strategic Accounts,38,58.68,40731.01,21672.41,19058.6,5.9,1.8,23.7,21.5,6.2,2,0,23,59.0,94.9,61.2,61.8,467.39,126.75,9512.5,1892.43,309.24,719.73,0.0,304.34,13332.38,5726.22,0.3273,High
OT-04129,OrionTech,2025-09-23,9,Sep,Q3,2025,HR,Europe,Cybersecurity,Internal Operations,Mid-Market,29,56.72,22654.9,8572.03,14082.87,0.3,4.2,17.0,2.8,1.4,2,0,28,49.8,90.0,61.2,79.9,22.97,285.87,5033.33,238.22,67.5,541.25,0.0,438.49,6627.63,7455.24,0.2925,High
OT-03477,OrionTech,2025-09-23,9,Sep,Q3,2025,Finance,Spain,Telecom Platforms,Support,Strategic Accounts,9,58.0,17260.6,11296.21,5964.39,5.6,6.2,12.3,3.8,3.8,2,1,39,95.0,83.0,87.0,73.1,438.48,431.52,1155.71,330.6,187.34,1447.45,1007.72,62.21,5061.03,903.36,0.2932,High
OT-01577,OrionTech,2025-09-23,9,Sep,Q3,2025,Marketing,LATAM,Telecom Platforms,Client Delivery,Public Sector,5,25.55,30158.7,16822.53,13336.17,6.5,16.1,11.3,1.1,3.2,1,1,20,54.0,81.2,76.2,74.4,224.2,493.63,259.84,42.16,69.5,317.96,504.27,129.28,2040.84,11295.33,0.0677,Low
OT-00229,OrionTech,2025-09-23,9,Sep,Q3,2025,Sales,APAC,Cloud & Data,Internal Operations,Mid-Market,33,46.75,25841.73,18995.88,6845.85,4.0,2.2,17.0,3.0,1.5,4,1,11,50.8,98.9,81.7,79.2,252.45,123.42,4720.81,210.38,59.61,1306.93,415.02,139.16,7227.78,-381.93,0.2797,High
OT-00879,OrionTech,2025-09-23,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Support,Public Sector,62,41.32,20610.18,16523.43,4086.75,5.5,0.6,10.2,4.3,4.1,2,1,18,52.8,79.8,75.9,75.0,306.8,29.75,4703.54,266.51,144.0,752.06,421.38,193.08,6817.12,-2730.37,0.3308,High
OT-00983,OrionTech,2025-09-23,9,Sep,Q3,2025,Legal & Compliance,North America,Cybersecurity,Support,Mid-Market,26,37.96,14398.04,8099.76,6298.28,3.0,0.8,7.0,14.9,3.3,4,0,47,49.1,76.0,73.3,82.5,153.74,36.44,1243.57,848.41,106.48,3362.91,0.0,499.46,6251.01,47.27,0.4342,High
OT-04096,OrionTech,2025-09-23,9,Sep,Q3,2025,Sales,Spain,Banking Solutions,Client Delivery,Public Sector,44,44.13,21452.86,11536.32,9916.54,5.9,5.4,7.6,0.1,0.7,1,2,39,44.1,84.5,70.9,69.7,351.5,285.96,2656.27,6.62,26.26,367.02,1531.05,529.14,5753.82,4162.72,0.2682,High
OT-03914,OrionTech,2025-09-24,9,Sep,Q3,2025,Customer Support,Spain,Banking Solutions,Commercial Growth,Public Sector,11,36.25,18294.29,13579.19,4715.1,5.1,2.4,9.8,9.0,1.5,1,3,42,79.5,55.2,68.0,65.7,249.58,104.4,703.4,489.38,46.22,422.45,2522.51,171.66,4709.6,5.5,0.2574,High
OT-01323,OrionTech,2025-09-24,9,Sep,Q3,2025,Marketing,Spain,Cloud & Data,Commercial Growth,Strategic Accounts,24,63.76,24483.61,16954.26,7529.35,4.4,8.2,15.4,2.5,16.0,2,2,22,71.9,67.4,69.9,78.2,378.73,627.4,4241.83,239.1,867.14,560.87,1536.24,216.79,8668.1,-1138.75,0.354,High
OT-03066,OrionTech,2025-09-24,9,Sep,Q3,2025,Legal & Compliance,Spain,Cloud & Data,Internal Operations,Public Sector,70,32.33,22422.48,13903.12,8519.36,2.8,1.9,2.5,2.6,1.9,3,1,24,40.3,84.3,76.2,85.9,122.21,73.71,1018.39,126.09,52.21,3258.25,498.49,254.77,5404.12,3115.24,0.241,High
OT-00992,OrionTech,2025-09-24,9,Sep,Q3,2025,IT,Europe,Digital Services,Transformation,Enterprise,45,45.72,48490.51,36766.77,11723.74,18.3,10.5,15.2,5.5,3.1,2,1,30,50.8,64.0,76.9,69.6,1129.51,576.07,5629.05,377.19,120.47,1012.11,590.94,371.15,9806.49,1917.25,0.2022,High
OT-03828,OrionTech,2025-09-24,9,Sep,Q3,2025,IT,Spain,Corporate Services,Client Delivery,Enterprise,12,53.98,16744.56,10189.96,6554.6,14.2,8.9,11.6,5.0,2.1,5,4,17,59.0,85.3,66.3,77.0,1034.8,576.51,1352.52,404.85,96.35,2816.88,2847.9,206.93,9336.74,-2782.14,0.5576,High
OT-01497,OrionTech,2025-09-25,9,Sep,Q3,2025,Operations,Europe,Digital Services,Support,Mid-Market,31,37.0,24842.77,14925.06,9917.71,9.7,1.5,10.0,17.0,1.4,3,2,6,41.3,76.4,72.8,72.7,484.52,66.6,2064.6,943.5,44.03,1208.0,1067.14,71.67,5950.06,3967.65,0.2395,High
OT-02252,OrionTech,2025-09-25,9,Sep,Q3,2025,IT,APAC,Cybersecurity,Client Delivery,Enterprise,63,36.5,38563.89,29262.7,9301.19,3.8,2.4,11.9,6.7,4.3,8,3,30,72.5,64.5,78.0,71.2,187.24,105.12,4925.53,366.83,133.41,4195.6,2984.74,165.62,13064.09,-3762.9,0.3388,High
